Transaction Name,Transaction Name URL,Investor Names,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Lead Investors,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD)
Series A - Cargo,https://www.crunchbase.com/funding_round/cargo-3-series-a--56fbfb65,"Aquiline Technology Growth, Bleu Capital, Chaifetz Group, Chris Nakutis Taylor, Christina Schwarzenegger, Coatue, Colin Carrier, Cyan Banister, David Stern, Eighteen94 Capital, Emil Michael, Fontinalis Partners, Founders Fund, Josh Mohrer, Maria Shriver, Mark Pincus, Operator Partners, Patrick Schwarzenegger, Paul Rosenberg, Plug and Play, RiverPark Ventures, Rosecliff Ventures, Steve Aoki, Vivi Nevo, William Barnes",Cargo,https://www.crunchbase.com/organization/cargo-3,Series A,22499997,USD,22499997,2018-09-24,Founders Fund,,,,29547980,USD,29547980
Series E - DoorDash,https://www.crunchbase.com/funding_round/doordash-series-e--386275c4,"Coatue, DST Global",DoorDash,https://www.crunchbase.com/organization/doordash,Series E,250000000,USD,250000000,2018-08-16,"Coatue, DST Global",3750000000,USD,3750000000,2471820000,USD,2471820000
Series B - Axoni,https://www.crunchbase.com/funding_round/axoni-series-b--a531ffae,"Andreessen Horowitz, Citi, Coatue, Digital Currency Group, Eight Roads Ventures, F-Prime Capital, Franklin Templeton, Goldman Sachs, HSBC, JP Morgan Chase, NEX Group, Nyca Partners, Wells Fargo, Y Combinator",Axoni,https://www.crunchbase.com/organization/axoni,Series B,36000000,USD,36000000,2018-08-14,"Goldman Sachs, Nyca Partners",,,,109774999,USD,109774999
Series D - Domino Data Lab,https://www.crunchbase.com/funding_round/domino-data-lab-series-d--cce89969,"Coatue, Sequoia Capital",Domino Data Lab,https://www.crunchbase.com/organization/domino-data-lab,Series D,40000000,USD,40000000,2018-08-08,"Coatue, Sequoia Capital",210000000,USD,210000000,223600000,USD,223600000
Series D - Zuoyebang,https://www.crunchbase.com/funding_round/zuoyebang-series-d--e9c8f502,"Coatue, GGV Capital, Goldman Sachs, HongShan, New Enterprise Associates, Primavera Capital Group, Taihe Capital, Tiantu Capital",Zuoyebang,https://www.crunchbase.com/organization/zuoyebang,Series D,350000000,USD,350000000,2018-07-18,Coatue,,,,2935000000,USD,2935000000
Series C - Lime,https://www.crunchbase.com/funding_round/limebike-series-c--c0aa8992,"Alphabet, Andreessen Horowitz, Atomico, Basis Set Ventures, Bild Alternative Investments Corporation, Coatue, Ed Baker, Fidelity, Fifth Wall, Franklin Templeton, GIC, Google Ventures, Green Bay Ventures, IVP, K5 Global, Karman Ventures (fka Moving Capital), Meritech Capital Partners, Storm Global, TRITON FUNDS LLC, True Capital Management, Uber",Lime,https://www.crunchbase.com/organization/limebike,Series C,335000000,USD,335000000,2018-07-09,Google Ventures,765000000,USD,765000000,1458000000,USD,1458000000
Series G - Swiggy,https://www.crunchbase.com/funding_round/swiggy-series-g--af4a8de1,"Coatue, DST Global, Meituan, Prosus Ventures",Swiggy,https://www.crunchbase.com/organization/swiggy,Series G,210000000,USD,210000000,2018-06-21,"DST Global, Prosus Ventures",1090000000,USD,1090000000,3588045037,USD,3588045037
Series E - Opendoor,https://www.crunchbase.com/funding_round/opendoor-2-series-e--f1c9e991,"10100 fund, Access Technology Ventures, Andreessen Horowitz, Caffeinated Capital, Coatue, General Atlantic, Invitation Homes, Khosla Ventures, Lakestar, Lennar Corporation, Louis Beryl, LPC Ventures, New Enterprise Associates, Nomad Capital Partners, Norwest Venture Partners, Notable Capital",Opendoor,https://www.crunchbase.com/organization/opendoor-2,Series E,325000000,USD,325000000,2018-06-13,"Access Technology Ventures, General Atlantic, Lennar Corporation",1675000000,USD,1675000000,1887930000,USD,1887930000
Series B - Bitmain,https://www.crunchbase.com/funding_round/bitmain-series-b--41bcc447,"Coatue, EDBI, Evernew Capital, HongShan, Mindfulness Capital",Bitmain,https://www.crunchbase.com/organization/bitmain,Series B,292700000,USD,292700000,2018-06-11,HongShan,11700000000,USD,11700000000,764700000,USD,764700000
Series A - PlayVS,https://www.crunchbase.com/funding_round/playvs-series-a--0554f58f,"Aurum Partners, Coatue, Crosscut Ventures, Kevin Lin, MaC Venture Capital, Michael Ryan Dubin, New Enterprise Associates, Science, WndrCo",PlayVS,https://www.crunchbase.com/organization/playvs,Series A,15211719,USD,15211719,2018-05-25,New Enterprise Associates,,,,106211719,USD,106211719
Secondary Market - Uber,https://www.crunchbase.com/funding_round/uber-secondary-market--6dae3de6,"Altimeter Capital, Coatue, SharesPost Investment Management, TPG",Uber,https://www.crunchbase.com/organization/uber,Secondary Market,600000000,USD,600000000,2018-05-23,,56000000000,USD,56000000000,30212450000,USD,30212450000
Seed Round - Persona,https://www.crunchbase.com/funding_round/persona-188f-seed--db34f99d,"Coatue, Curtis Lee, Dylan Field, First Round Capital, Kleiner Perkins, Scott Belsky, Tony Xu, William Hockey",Persona,https://www.crunchbase.com/organization/persona-188f,Seed,,,,2018-05-01,Coatue,,,,217518750,USD,217518750
Series D - VIPKID,https://www.crunchbase.com/funding_round/vipkid-series-d--04fe83a4,"Bryant Stibel Investments, Coatue, HongShan, Learn Capital, Northern Light Venture Capital, Sinovation Ventures, Tencent, YF Capital",VIPKID,https://www.crunchbase.com/organization/vipkid,Series D,500000000,USD,500000000,2018-04-27,"Coatue, HongShan, Tencent, YF Capital",2500000000,USD,2500000000,1055077215,USD,1055077215
Series E - Instacart,https://www.crunchbase.com/funding_round/instacart-series-e--5c7843e5,"Andreessen Horowitz, Coatue, Khosla Ventures, Kleiner Perkins, Sequoia Capital, Thrive Capital",Instacart,https://www.crunchbase.com/organization/instacart,Series E,150000000,USD,150000000,2018-04-05,Coatue,4200000000,USD,4200000000,2919023124,USD,2919023124
Series E - Instacart,https://www.crunchbase.com/funding_round/instacart-series-e--63b4436f,"Coatue, Glade Brook Capital Partners",Instacart,https://www.crunchbase.com/organization/instacart,Series E,200000000,USD,200000000,2018-02-12,Coatue,4000000000,USD,4000000000,2919023124,USD,2919023124
Series D - Stash,https://www.crunchbase.com/funding_round/stash-5-series-d--cf571ea2,"Breyer Capital, Coatue, Entrée Capital, Goodwater Capital, Union Square Ventures, Valar Ventures",Stash,https://www.crunchbase.com/organization/stash-5,Series D,37500000,USD,37500000,2018-02-12,Union Square Ventures,,,,519972000,USD,519972000
Series A - BondLink,https://www.crunchbase.com/funding_round/bondlink-series-a--44c89c8e,"Coatue, Franklin Templeton",BondLink,https://www.crunchbase.com/organization/bondlink,Series A,10000000,USD,10000000,2018-01-04,Franklin Templeton,,,,30000000,USD,30000000
